class_id,label,number_of_videos,number_of_signers,selected,reason_if_excluded
builder,builder,1,unavailable,False,only 1 usable videos (< 15)
bugle,bugle,1,unavailable,False,only 1 usable videos (< 15)
buffet,buffet,1,unavailable,False,only 1 usable videos (< 15)
rigid,rigid,1,unavailable,False,only 1 usable videos (< 15)
right now,right now,1,unavailable,False,only 1 usable videos (< 15)
right indent,right indent,1,unavailable,False,only 1 usable videos (< 15)
ridicule,ridicule,1,unavailable,False,only 1 usable videos (< 15)
ridge board,ridge board,1,unavailable,False,only 1 usable videos (< 15)
ride,ride,1,unavailable,False,only 1 usable videos (< 15)
rhythmic,rhythmic,1,unavailable,False,only 1 usable videos (< 15)
rhinocerous,rhinocerous,1,unavailable,False,only 1 usable videos (< 15)
rhinoceros,rhinoceros,1,unavailable,False,only 1 usable videos (< 15)
rhino,rhino,1,unavailable,False,only 1 usable videos (< 15)
rf osciilator,rf osciilator,1,unavailable,False,only 1 usable videos (< 15)
road separator,road separator,1,unavailable,False,only 1 usable videos (< 15)
road,road,1,unavailable,False,only 1 usable videos (< 15)
riverine,riverine,1,unavailable,False,only 1 usable videos (< 15)
risk,risk,1,unavailable,False,only 1 usable videos (< 15)
ripe,ripe,1,unavailable,False,only 1 usable videos (< 15)
rip out,rip out,1,unavailable,False,only 1 usable videos (< 15)
riots,riots,1,unavailable,False,only 1 usable videos (< 15)
ring spanner,ring spanner,1,unavailable,False,only 1 usable videos (< 15)
rinderpest,rinderpest,1,unavailable,False,only 1 usable videos (< 15)
burglar,burglar,1,unavailable,False,only 1 usable videos (< 15)
burger,burger,1,unavailable,False,only 1 usable videos (< 15)
burden,burden,1,unavailable,False,only 1 usable videos (< 15)
bump cutter,bump cutter,1,unavailable,False,only 1 usable videos (< 15)
bully calf,bully calf,1,unavailable,False,only 1 usable videos (< 15)
bullock cart,bullock cart,1,unavailable,False,only 1 usable videos (< 15)
bullet train,bullet train,1,unavailable,False,only 1 usable videos (< 15)
browse,browse,1,unavailable,False,only 1 usable videos (< 15)
brown sport of rice,brown sport of rice,1,unavailable,False,only 1 usable videos (< 15)
brothel,brothel,1,unavailable,False,only 1 usable videos (< 15)
roofing tiles,roofing tiles,1,unavailable,False,only 1 usable videos (< 15)
roof griders,roof griders,1,unavailable,False,only 1 usable videos (< 15)
roof garden,roof garden,1,unavailable,False,only 1 usable videos (< 15)
rolls royce,rolls royce,1,unavailable,False,only 1 usable videos (< 15)
rollerpaint,rollerpaint,1,unavailable,False,only 1 usable videos (< 15)
rocking chair,rocking chair,1,unavailable,False,only 1 usable videos (< 15)
rocket,rocket,1,unavailable,False,only 1 usable videos (< 15)
rockery plants,rockery plants,1,unavailable,False,only 1 usable videos (< 15)
rock gardening,rock gardening,1,unavailable,False,only 1 usable videos (< 15)
rock drill machine,rock drill machine,1,unavailable,False,only 1 usable videos (< 15)
rock climbing gujarat,rock climbing gujarat,1,unavailable,False,only 1 usable videos (< 15)
roasters,roasters,1,unavailable,False,only 1 usable videos (< 15)
roam,roam,1,unavailable,False,only 1 usable videos (< 15)
roughages,roughages,1,unavailable,False,only 1 usable videos (< 15)
rough cut,rough cut,1,unavailable,False,only 1 usable videos (< 15)
rotten,rotten,1,unavailable,False,only 1 usable videos (< 15)
roti,roti,1,unavailable,False,only 1 usable videos (< 15)
rotational motion,rotational motion,1,unavailable,False,only 1 usable videos (< 15)
rotational,rotational,1,unavailable,False,only 1 usable videos (< 15)
rotating tool,rotating tool,1,unavailable,False,only 1 usable videos (< 15)
rotate,rotate,1,unavailable,False,only 1 usable videos (< 15)
budget,budget,1,unavailable,False,only 1 usable videos (< 15)
buddhist,buddhist,1,unavailable,False,only 1 usable videos (< 15)
buddhism,buddhism,1,unavailable,False,only 1 usable videos (< 15)
buddah,buddah,1,unavailable,False,only 1 usable videos (< 15)
buckle,buckle,1,unavailable,False,only 1 usable videos (< 15)
bsp,bsp,1,unavailable,False,only 1 usable videos (< 15)
bsnl,bsnl,1,unavailable,False,only 1 usable videos (< 15)
brush,brush,1,unavailable,False,only 1 usable videos (< 15)
safe guard,safe guard,1,unavailable,False,only 1 usable videos (< 15)
sacrifice,sacrifice,1,unavailable,False,only 1 usable videos (< 15)
s.i unit,s.i unit,1,unavailable,False,only 1 usable videos (< 15)
rwanda,rwanda,1,unavailable,False,only 1 usable videos (< 15)
rural development,rural development,1,unavailable,False,only 1 usable videos (< 15)
rupee,rupee,1,unavailable,False,only 1 usable videos (< 15)
runs,runs,1,unavailable,False,only 1 usable videos (< 15)
running account,running account,1,unavailable,False,only 1 usable videos (< 15)
runner,runner,1,unavailable,False,only 1 usable videos (< 15)
rum,rum,1,unavailable,False,only 1 usable videos (< 15)
rubber stamp,rubber stamp,1,unavailable,False,only 1 usable videos (< 15)
rubber boots,rubber boots,1,unavailable,False,only 1 usable videos (< 15)
royal enfield,royal enfield,1,unavailable,False,only 1 usable videos (< 15)
rowdy,rowdy,1,unavailable,False,only 1 usable videos (< 15)
row house,row house,1,unavailable,False,only 1 usable videos (< 15)
routine,routine,1,unavailable,False,only 1 usable videos (< 15)
briefcase,briefcase,1,unavailable,False,only 1 usable videos (< 15)
bridge,bridge,1,unavailable,False,only 1 usable videos (< 15)
bridegroom,bridegroom,1,unavailable,False,only 1 usable videos (< 15)
bride,bride,1,unavailable,False,only 1 usable videos (< 15)
brick masonry,brick masonry,1,unavailable,False,only 1 usable videos (< 15)
breeds of poultry,breeds of poultry,1,unavailable,False,only 1 usable videos (< 15)
salman khan,salman khan,1,unavailable,False,only 1 usable videos (< 15)
salesman,salesman,1,unavailable,False,only 1 usable videos (< 15)
sales retum,sales retum,1,unavailable,False,only 1 usable videos (< 15)
saina nehwal,saina nehwal,1,unavailable,False,only 1 usable videos (< 15)
sailor pants,sailor pants,1,unavailable,False,only 1 usable videos (< 15)
sailor collar,sailor collar,1,unavailable,False,only 1 usable videos (< 15)
sailboat,sailboat,1,unavailable,False,only 1 usable videos (< 15)
sai baba,sai baba,1,unavailable,False,only 1 usable videos (< 15)
safety helmet,safety helmet,1,unavailable,False,only 1 usable videos (< 15)
safety goggle,safety goggle,1,unavailable,False,only 1 usable videos (< 15)
sand paper,sand paper,1,unavailable,False,only 1 usable videos (< 15)
sanction,sanction,1,unavailable,False,only 1 usable videos (< 15)
san serif,san serif,1,unavailable,False,only 1 usable videos (< 15)
samsung mobile,samsung mobile,1,unavailable,False,only 1 usable videos (< 15)
samsung,samsung,1,unavailable,False,only 1 usable videos (< 15)
sample,sample,1,unavailable,False,only 1 usable videos (< 15)
samosa,samosa,1,unavailable,False,only 1 usable videos (< 15)
salyx tetra sperma,salyx tetra sperma,1,unavailable,False,only 1 usable videos (< 15)
saloon,saloon,1,unavailable,False,only 1 usable videos (< 15)
broom,broom,1,unavailable,False,only 1 usable videos (< 15)
bronchial tumors,bronchial tumors,1,unavailable,False,only 1 usable videos (< 15)
brokerage,brokerage,1,unavailable,False,only 1 usable videos (< 15)
brochure,brochure,1,unavailable,False,only 1 usable videos (< 15)
brittle,brittle,1,unavailable,False,only 1 usable videos (< 15)
brinjal,brinjal,1,unavailable,False,only 1 usable videos (< 15)
bring,bring,1,unavailable,False,only 1 usable videos (< 15)
brain injury,brain injury,1,unavailable,False,only 1 usable videos (< 15)
brahma,brahma,1,unavailable,False,only 1 usable videos (< 15)
scales of pay,scales of pay,1,unavailable,False,only 1 usable videos (< 15)
sc,sc,1,unavailable,False,only 1 usable videos (< 15)
saw,saw,1,unavailable,False,only 1 usable videos (< 15)
save,save,1,unavailable,False,only 1 usable videos (< 15)
saudi arabia,saudi arabia,1,unavailable,False,only 1 usable videos (< 15)
sauce,sauce,1,unavailable,False,only 1 usable videos (< 15)
satisfactory,satisfactory,1,unavailable,False,only 1 usable videos (< 15)
satellites,satellites,1,unavailable,False,only 1 usable videos (< 15)
sarvepalli radhakrishnan,sarvepalli radhakrishnan,1,unavailable,False,only 1 usable videos (< 15)
sarong skirt,sarong skirt,1,unavailable,False,only 1 usable videos (< 15)
saraswati,saraswati,1,unavailable,False,only 1 usable videos (< 15)
saprophyte of plants,saprophyte of plants,1,unavailable,False,only 1 usable videos (< 15)
sanjay dutt,sanjay dutt,1,unavailable,False,only 1 usable videos (< 15)
sandwitch,sandwitch,1,unavailable,False,only 1 usable videos (< 15)
school bus,school bus,1,unavailable,False,only 1 usable videos (< 15)
schematic,schematic,1,unavailable,False,only 1 usable videos (< 15)
schedule,schedule,1,unavailable,False,only 1 usable videos (< 15)
scared,scared,1,unavailable,False,only 1 usable videos (< 15)
scan,scan,1,unavailable,False,only 1 usable videos (< 15)
scalpel,scalpel,1,unavailable,False,only 1 usable videos (< 15)
breathalyzer test,breathalyzer test,1,unavailable,False,only 1 usable videos (< 15)
breast cancer,breast cancer,1,unavailable,False,only 1 usable videos (< 15)
breakfast,breakfast,1,unavailable,False,only 1 usable videos (< 15)
break,break,1,unavailable,False,only 1 usable videos (< 15)
bread board,bread board,1,unavailable,False,only 1 usable videos (< 15)
brazil,brazil,1,unavailable,False,only 1 usable videos (< 15)
brave,brave,1,unavailable,False,only 1 usable videos (< 15)
brandishing of a weapon,brandishing of a weapon,1,unavailable,False,only 1 usable videos (< 15)
brain tumor  inside,brain tumor  inside,1,unavailable,False,only 1 usable videos (< 15)
brain stem glioma,brain stem glioma,1,unavailable,False,only 1 usable videos (< 15)
seal,seal,1,unavailable,False,only 1 usable videos (< 15)
sculpture,sculpture,1,unavailable,False,only 1 usable videos (< 15)
script,script,1,unavailable,False,only 1 usable videos (< 15)
scribe,scribe,1,unavailable,False,only 1 usable videos (< 15)
screw guage,screw guage,1,unavailable,False,only 1 usable videos (< 15)
screw driver,screw driver,1,unavailable,False,only 1 usable videos (< 15)
screen,screen,1,unavailable,False,only 1 usable videos (< 15)
scream,scream,1,unavailable,False,only 1 usable videos (< 15)
scraping,scraping,1,unavailable,False,only 1 usable videos (< 15)
scotland,scotland,1,unavailable,False,only 1 usable videos (< 15)
scorpion,scorpion,1,unavailable,False,only 1 usable videos (< 15)
score,score,1,unavailable,False,only 1 usable videos (< 15)
scope,scope,1,unavailable,False,only 1 usable videos (< 15)
scooter,scooter,1,unavailable,False,only 1 usable videos (< 15)
scientist,scientist,1,unavailable,False,only 1 usable videos (< 15)
school uniform,school uniform,1,unavailable,False,only 1 usable videos (< 15)
borrow,borrow,1,unavailable,False,only 1 usable videos (< 15)
born,born,1,unavailable,False,only 1 usable videos (< 15)
boring machine,boring machine,1,unavailable,False,only 1 usable videos (< 15)
security continuing,security continuing,1,unavailable,False,only 1 usable videos (< 15)
security,security,1,unavailable,False,only 1 usable videos (< 15)
sector,sector,1,unavailable,False,only 1 usable videos (< 15)
section  admin,section  admin,1,unavailable,False,only 1 usable videos (< 15)
section,section,1,unavailable,False,only 1 usable videos (< 15)
secretary,secretary,1,unavailable,False,only 1 usable videos (< 15)
seconds,seconds,1,unavailable,False,only 1 usable videos (< 15)
secondary tillage,secondary tillage,1,unavailable,False,only 1 usable videos (< 15)
secondary,secondary,1,unavailable,False,only 1 usable videos (< 15)
seat,seat,1,unavailable,False,only 1 usable videos (< 15)
seamline pocket,seamline pocket,1,unavailable,False,only 1 usable videos (< 15)
seam ripper,seam ripper,1,unavailable,False,only 1 usable videos (< 15)
seam allowance,seam allowance,1,unavailable,False,only 1 usable videos (< 15)
selective,selective,1,unavailable,False,only 1 usable videos (< 15)
selection grade,selection grade,1,unavailable,False,only 1 usable videos (< 15)
seizure,seizure,1,unavailable,False,only 1 usable videos (< 15)
see you tomorrow,see you tomorrow,1,unavailable,False,only 1 usable videos (< 15)
security guard,security guard,1,unavailable,False,only 1 usable videos (< 15)
security deposit,security deposit,1,unavailable,False,only 1 usable videos (< 15)
security convertible,security convertible,1,unavailable,False,only 1 usable videos (< 15)
boyfriend,boyfriend,1,unavailable,False,only 1 usable videos (< 15)
box pleats,box pleats,1,unavailable,False,only 1 usable videos (< 15)
box,box,1,unavailable,False,only 1 usable videos (< 15)
bowler,bowler,1,unavailable,False,only 1 usable videos (< 15)
bowled out,bowled out,1,unavailable,False,only 1 usable videos (< 15)
bow tie,bow tie,1,unavailable,False,only 1 usable videos (< 15)
boss,boss,1,unavailable,False,only 1 usable videos (< 15)
bosnia-herzegovina,bosnia-herzegovina,1,unavailable,False,only 1 usable videos (< 15)
borrower,borrower,1,unavailable,False,only 1 usable videos (< 15)
semi urban,semi urban,1,unavailable,False,only 1 usable videos (< 15)
semi solid,semi solid,1,unavailable,False,only 1 usable videos (< 15)
semi aniline skin,semi aniline skin,1,unavailable,False,only 1 usable videos (< 15)
boring,boring,1,unavailable,False,only 1 usable videos (< 15)
bored,bored,1,unavailable,False,only 1 usable videos (< 15)
boolean,boolean,1,unavailable,False,only 1 usable videos (< 15)
bookshelf,bookshelf,1,unavailable,False,only 1 usable videos (< 15)
bone cancer osteosarcoma and malignant fibrous histiocytoma,bone cancer osteosarcoma and malignant fibrous histiocytoma,1,unavailable,False,only 1 usable videos (< 15)
bond,bond,1,unavailable,False,only 1 usable videos (< 15)
bonafide,bonafide,1,unavailable,False,only 1 usable videos (< 15)
bolling point,bolling point,1,unavailable,False,only 1 usable videos (< 15)
bolero jacket,bolero jacket,1,unavailable,False,only 1 usable videos (< 15)
bogie,bogie,1,unavailable,False,only 1 usable videos (< 15)
self-reflect,self-reflect,1,unavailable,False,only 1 usable videos (< 15)
self explanatory,self explanatory,1,unavailable,False,only 1 usable videos (< 15)
self employed,self employed,1,unavailable,False,only 1 usable videos (< 15)
sex,sex,1,unavailable,False,only 1 usable videos (< 15)
sewing machine,sewing machine,1,unavailable,False,only 1 usable videos (< 15)
sever,sever,1,unavailable,False,only 1 usable videos (< 15)
seventy,seventy,1,unavailable,False,only 1 usable videos (< 15)
seventh,seventh,1,unavailable,False,only 1 usable videos (< 15)
seventeen,seventeen,1,unavailable,False,only 1 usable videos (< 15)
seven,seven,1,unavailable,False,only 1 usable videos (< 15)
settle,settle,1,unavailable,False,only 1 usable videos (< 15)
setting of cement,setting of cement,1,unavailable,False,only 1 usable videos (< 15)
set,set,1,unavailable,False,only 1 usable videos (< 15)
sesbenia aegyptiaca,sesbenia aegyptiaca,1,unavailable,False,only 1 usable videos (< 15)
serve,serve,1,unavailable,False,only 1 usable videos (< 15)
serial killer,serial killer,1,unavailable,False,only 1 usable videos (< 15)
seniority,seniority,1,unavailable,False,only 1 usable videos (< 15)
seminar,seminar,1,unavailable,False,only 1 usable videos (< 15)
semicircle,semicircle,1,unavailable,False,only 1 usable videos (< 15)
blue flowered plants,blue flowered plants,1,unavailable,False,only 1 usable videos (< 15)
blow,blow,1,unavailable,False,only 1 usable videos (< 15)
sharp,sharp,1,unavailable,False,only 1 usable videos (< 15)
shark,shark,1,unavailable,False,only 1 usable videos (< 15)
shares redeemable,shares redeemable,1,unavailable,False,only 1 usable videos (< 15)
share preference,share preference,1,unavailable,False,only 1 usable videos (< 15)
share holder,share holder,1,unavailable,False,only 1 usable videos (< 15)
share equity,share equity,1,unavailable,False,only 1 usable videos (< 15)
share capital,share capital,1,unavailable,False,only 1 usable videos (< 15)
sharbat,sharbat,1,unavailable,False,only 1 usable videos (< 15)
shank button,shank button,1,unavailable,False,only 1 usable videos (< 15)
shake,shake,1,unavailable,False,only 1 usable videos (< 15)
shaft,shaft,1,unavailable,False,only 1 usable videos (< 15)
shade,shade,1,unavailable,False,only 1 usable videos (< 15)
seychelles,seychelles,1,unavailable,False,only 1 usable videos (< 15)
sexual reproduction,sexual reproduction,1,unavailable,False,only 1 usable videos (< 15)
shears,shears,1,unavailable,False,only 1 usable videos (< 15)
shearling,shearling,1,unavailable,False,only 1 usable videos (< 15)
shaving trimmer,shaving trimmer,1,unavailable,False,only 1 usable videos (< 15)
shaving brush,shaving brush,1,unavailable,False,only 1 usable videos (< 15)
shaving blade,shaving blade,1,unavailable,False,only 1 usable videos (< 15)
shave,shave,1,unavailable,False,only 1 usable videos (< 15)
shatabdi express,shatabdi express,1,unavailable,False,only 1 usable videos (< 15)
sharpening stone,sharpening stone,1,unavailable,False,only 1 usable videos (< 15)
body piercing,body piercing,1,unavailable,False,only 1 usable videos (< 15)
body parts,body parts,1,unavailable,False,only 1 usable videos (< 15)
body pain,body pain,1,unavailable,False,only 1 usable videos (< 15)
bodice,bodice,1,unavailable,False,only 1 usable videos (< 15)
bobbinet,bobbinet,1,unavailable,False,only 1 usable videos (< 15)
boat,boat,1,unavailable,False,only 1 usable videos (< 15)
bmw,bmw,1,unavailable,False,only 1 usable videos (< 15)
blurring,blurring,1,unavailable,False,only 1 usable videos (< 15)
black market,black market,1,unavailable,False,only 1 usable videos (< 15)
black board,black board,1,unavailable,False,only 1 usable videos (< 15)
bjp,bjp,1,unavailable,False,only 1 usable videos (< 15)
bitter gourd,bitter gourd,1,unavailable,False,only 1 usable videos (< 15)
shoes,shoes,1,unavailable,False,only 1 usable videos (< 15)
shocked,shocked,1,unavailable,False,only 1 usable videos (< 15)
shiva,shiva,1,unavailable,False,only 1 usable videos (< 15)
shiv sena,shiv sena,1,unavailable,False,only 1 usable videos (< 15)
shipping order,shipping order,1,unavailable,False,only 1 usable videos (< 15)
shipping freight,shipping freight,1,unavailable,False,only 1 usable videos (< 15)
shipment,shipment,1,unavailable,False,only 1 usable videos (< 15)
ship,ship,1,unavailable,False,only 1 usable videos (< 15)
shillong,shillong,1,unavailable,False,only 1 usable videos (< 15)
shield,shield,1,unavailable,False,only 1 usable videos (< 15)
shell top,shell top,1,unavailable,False,only 1 usable videos (< 15)
sheet charge,sheet charge,1,unavailable,False,only 1 usable videos (< 15)
shrubs,shrubs,1,unavailable,False,only 1 usable videos (< 15)
shower,shower,1,unavailable,False,only 1 usable videos (< 15)
show cause,show cause,1,unavailable,False,only 1 usable videos (< 15)
shoulder pads,shoulder pads,1,unavailable,False,only 1 usable videos (< 15)
shortage,shortage,1,unavailable,False,only 1 usable videos (< 15)
short term,short term,1,unavailable,False,only 1 usable videos (< 15)
blocks,blocks,1,unavailable,False,only 1 usable videos (< 15)
blindness and low vision,blindness and low vision,1,unavailable,False,only 1 usable videos (< 15)
blind stitch,blind stitch,1,unavailable,False,only 1 usable videos (< 15)
blind,blind,1,unavailable,False,only 1 usable videos (< 15)
blight,blight,1,unavailable,False,only 1 usable videos (< 15)
bless,bless,1,unavailable,False,only 1 usable videos (< 15)
bleeding disorders,bleeding disorders,1,unavailable,False,only 1 usable videos (< 15)
blame,blame,1,unavailable,False,only 1 usable videos (< 15)
bladder cancer,bladder cancer,1,unavailable,False,only 1 usable videos (< 15)
blackberry,blackberry,1,unavailable,False,only 1 usable videos (< 15)
binary,binary,1,unavailable,False,only 1 usable videos (< 15)
bimetallic,bimetallic,1,unavailable,False,only 1 usable videos (< 15)
bills purchased,bills purchased,1,unavailable,False,only 1 usable videos (< 15)
sikkim,sikkim,1,unavailable,False,only 1 usable videos (< 15)
signature,signature,1,unavailable,False,only 1 usable videos (< 15)
signatory,signatory,1,unavailable,False,only 1 usable videos (< 15)
signal,signal,1,unavailable,False,only 1 usable videos (< 15)
sign language,sign language,1,unavailable,False,only 1 usable videos (< 15)
sightseeing,sightseeing,1,unavailable,False,only 1 usable videos (< 15)
sight bill,sight bill,1,unavailable,False,only 1 usable videos (< 15)
side mirror,side mirror,1,unavailable,False,only 1 usable videos (< 15)
side,side,1,unavailable,False,only 1 usable videos (< 15)
sick unit,sick unit,1,unavailable,False,only 1 usable videos (< 15)
sibling,sibling,1,unavailable,False,only 1 usable videos (< 15)
si,si,1,unavailable,False,only 1 usable videos (< 15)
shutdown,shutdown,1,unavailable,False,only 1 usable videos (< 15)
site,site,1,unavailable,False,only 1 usable videos (< 15)
sitar,sitar,1,unavailable,False,only 1 usable videos (< 15)
single owner,single owner,1,unavailable,False,only 1 usable videos (< 15)
single entry,single entry,1,unavailable,False,only 1 usable videos (< 15)
singer,singer,1,unavailable,False,only 1 usable videos (< 15)
since,since,1,unavailable,False,only 1 usable videos (< 15)
simple  microscope,simple  microscope,1,unavailable,False,only 1 usable videos (< 15)
sim card,sim card,1,unavailable,False,only 1 usable videos (< 15)
bitter,bitter,1,unavailable,False,only 1 usable videos (< 15)
bishop sleeve,bishop sleeve,1,unavailable,False,only 1 usable videos (< 15)
birth defect,birth defect,1,unavailable,False,only 1 usable videos (< 15)
bird,bird,1,unavailable,False,only 1 usable videos (< 15)
bipedal robot,bipedal robot,1,unavailable,False,only 1 usable videos (< 15)
biomass,biomass,1,unavailable,False,only 1 usable videos (< 15)
bio energy,bio energy,1,unavailable,False,only 1 usable videos (< 15)
bindi,bindi,1,unavailable,False,only 1 usable videos (< 15)
size of seed,size of seed,1,unavailable,False,only 1 usable videos (< 15)
sixty,sixty,1,unavailable,False,only 1 usable videos (< 15)
sixteen,sixteen,1,unavailable,False,only 1 usable videos (< 15)
six monthly,six monthly,1,unavailable,False,only 1 usable videos (< 15)
bill of exchange,bill of exchange,1,unavailable,False,only 1 usable videos (< 15)
bilingual,bilingual,1,unavailable,False,only 1 usable videos (< 15)
bile duct cancer,bile duct cancer,1,unavailable,False,only 1 usable videos (< 15)
bike silencer pipe,bike silencer pipe,1,unavailable,False,only 1 usable videos (< 15)
bike oil filter,bike oil filter,1,unavailable,False,only 1 usable videos (< 15)
bigamy,bigamy,1,unavailable,False,only 1 usable videos (< 15)
bicycle shorts,bicycle shorts,1,unavailable,False,only 1 usable videos (< 15)
biconvex lens,biconvex lens,1,unavailable,False,only 1 usable videos (< 15)
biconcave lens,biconcave lens,1,unavailable,False,only 1 usable videos (< 15)
bible,bible,1,unavailable,False,only 1 usable videos (< 15)
bib,bib,1,unavailable,False,only 1 usable videos (< 15)
situation,situation,1,unavailable,False,only 1 usable videos (< 15)
small coin depot,small coin depot,1,unavailable,False,only 1 usable videos (< 15)
slower,slower,1,unavailable,False,only 1 usable videos (< 15)
slow passenger train,slow passenger train,1,unavailable,False,only 1 usable videos (< 15)
slovakia,slovakia,1,unavailable,False,only 1 usable videos (< 15)
sloped roof,sloped roof,1,unavailable,False,only 1 usable videos (< 15)
slope,slope,1,unavailable,False,only 1 usable videos (< 15)
slippers,slippers,1,unavailable,False,only 1 usable videos (< 15)
sling bag,sling bag,1,unavailable,False,only 1 usable videos (< 15)
slim,slim,1,unavailable,False,only 1 usable videos (< 15)
sleeve board,sleeve board,1,unavailable,False,only 1 usable videos (< 15)
sleeve band,sleeve band,1,unavailable,False,only 1 usable videos (< 15)
sleepwalker,sleepwalker,1,unavailable,False,only 1 usable videos (< 15)
skip,skip,1,unavailable,False,only 1 usable videos (< 15)
skilled labour,skilled labour,1,unavailable,False,only 1 usable videos (< 15)
skiing,skiing,1,unavailable,False,only 1 usable videos (< 15)
skating,skating,1,unavailable,False,only 1 usable videos (< 15)
besom pocket,besom pocket,1,unavailable,False,only 1 usable videos (< 15)
bertha,bertha,1,unavailable,False,only 1 usable videos (< 15)
berth,berth,1,unavailable,False,only 1 usable videos (< 15)
benign,benign,1,unavailable,False,only 1 usable videos (< 15)
benefit,benefit,1,unavailable,False,only 1 usable videos (< 15)
snip,snip,1,unavailable,False,only 1 usable videos (< 15)
snakes,snakes,1,unavailable,False,only 1 usable videos (< 15)
sms notification,sms notification,1,unavailable,False,only 1 usable videos (< 15)
smooth,smooth,1,unavailable,False,only 1 usable videos (< 15)
smoke,smoke,1,unavailable,False,only 1 usable videos (< 15)
smog,smog,1,unavailable,False,only 1 usable videos (< 15)
smart,smart,1,unavailable,False,only 1 usable videos (< 15)
smallpox,smallpox,1,unavailable,False,only 1 usable videos (< 15)
small savings scheme,small savings scheme,1,unavailable,False,only 1 usable videos (< 15)
small farmer,small farmer,1,unavailable,False,only 1 usable videos (< 15)
small enterprise,small enterprise,1,unavailable,False,only 1 usable videos (< 15)
soil,soil,1,unavailable,False,only 1 usable videos (< 15)
software developer,software developer,1,unavailable,False,only 1 usable videos (< 15)
socket,socket,1,unavailable,False,only 1 usable videos (< 15)
society marketing,society marketing,1,unavailable,False,only 1 usable videos (< 15)
society co,society co,1,unavailable,False,only 1 usable videos (< 15)
society,society,1,unavailable,False,only 1 usable videos (< 15)
social society,social society,1,unavailable,False,only 1 usable videos (< 15)
sob,sob,1,unavailable,False,only 1 usable videos (< 15)
bias cowl dress,bias cowl dress,1,unavailable,False,only 1 usable videos (< 15)
bhubaneswar,bhubaneswar,1,unavailable,False,only 1 usable videos (< 15)
bhopal,bhopal,1,unavailable,False,only 1 usable videos (< 15)
bhangada,bhangada,1,unavailable,False,only 1 usable videos (< 15)
beverages,beverages,1,unavailable,False,only 1 usable videos (< 15)
between,between,1,unavailable,False,only 1 usable videos (< 15)
better,better,1,unavailable,False,only 1 usable videos (< 15)
bestiality,bestiality,1,unavailable,False,only 1 usable videos (< 15)
begin,begin,1,unavailable,False,only 1 usable videos (< 15)
beetroot,beetroot,1,unavailable,False,only 1 usable videos (< 15)
something,something,1,unavailable,False,only 1 usable videos (< 15)
solo,solo,1,unavailable,False,only 1 usable videos (< 15)
solld fueis,solld fueis,1,unavailable,False,only 1 usable videos (< 15)
solicitor,solicitor,1,unavailable,False,only 1 usable videos (< 15)
soldering lead,soldering lead,1,unavailable,False,only 1 usable videos (< 15)
soldering iron,soldering iron,1,unavailable,False,only 1 usable videos (< 15)
soldering flux,soldering flux,1,unavailable,False,only 1 usable videos (< 15)
solar system,solar system,1,unavailable,False,only 1 usable videos (< 15)
solar energy,solar energy,1,unavailable,False,only 1 usable videos (< 15)
solar eclipse,solar eclipse,1,unavailable,False,only 1 usable videos (< 15)
soiled note,soiled note,1,unavailable,False,only 1 usable videos (< 15)
soil survey,soil survey,1,unavailable,False,only 1 usable videos (< 15)
soil physics,soil physics,1,unavailable,False,only 1 usable videos (< 15)
soil borne disease,soil borne disease,1,unavailable,False,only 1 usable videos (< 15)
south korea,south korea,1,unavailable,False,only 1 usable videos (< 15)
south indian bank,south indian bank,1,unavailable,False,only 1 usable videos (< 15)
south africa,south africa,1,unavailable,False,only 1 usable videos (< 15)
source,source,1,unavailable,False,only 1 usable videos (< 15)
soul,soul,1,unavailable,False,only 1 usable videos (< 15)
sotar,sotar,1,unavailable,False,only 1 usable videos (< 15)
soon,soon,1,unavailable,False,only 1 usable videos (< 15)
sony mobile,sony mobile,1,unavailable,False,only 1 usable videos (< 15)
bend,bend,1,unavailable,False,only 1 usable videos (< 15)
bench mark,bench mark,1,unavailable,False,only 1 usable videos (< 15)
bench,bench,1,unavailable,False,only 1 usable videos (< 15)
belt loops,belt loops,1,unavailable,False,only 1 usable videos (< 15)
bellboy jacket,bellboy jacket,1,unavailable,False,only 1 usable videos (< 15)
bell sleeve,bell sleeve,1,unavailable,False,only 1 usable videos (< 15)
believe,believe,1,unavailable,False,only 1 usable videos (< 15)
belgium,belgium,1,unavailable,False,only 1 usable videos (< 15)
bauhinia accuminata,bauhinia accuminata,1,unavailable,False,only 1 usable videos (< 15)
spectacles,spectacles,1,unavailable,False,only 1 usable videos (< 15)
speclfic heat,speclfic heat,1,unavailable,False,only 1 usable videos (< 15)
specimen signature,specimen signature,1,unavailable,False,only 1 usable videos (< 15)
specimen,specimen,1,unavailable,False,only 1 usable videos (< 15)
specific,specific,1,unavailable,False,only 1 usable videos (< 15)
specialist,specialist,1,unavailable,False,only 1 usable videos (< 15)
speak,speak,1,unavailable,False,only 1 usable videos (< 15)
spastic,spastic,1,unavailable,False,only 1 usable videos (< 15)
spain,spain,1,unavailable,False,only 1 usable videos (< 15)
space,space,1,unavailable,False,only 1 usable videos (< 15)
sp,sp,1,unavailable,False,only 1 usable videos (< 15)
sow,sow,1,unavailable,False,only 1 usable videos (< 15)
southern hemisphere,southern hemisphere,1,unavailable,False,only 1 usable videos (< 15)
south pole,south pole,1,unavailable,False,only 1 usable videos (< 15)
