uid,gloss,duration,category
mHIxXjMGN8c_1,blood pressure,8,medical
mIun6SVIyEA,anonymous complaint,11,readable
mJz4mKTtt64,cheap,4,attribute
mKT_yIIVqbA_1,on demand,9,banking
mKjjkYe1ZSg_1,tortoise,6,flora and fauna
mKxgmzevEio,birds,5,flora and fauna
mL4_qchOSsM_1,gas stove,8,instrument
mLANykny44w,ukraine,3,geography
mLirLDw62Dk_1,restricted,7,action
mNf1uFIbIfI_1,bhangada,6,entertainment
mOkpsL3dtYU_1,decline,12,comparator
mP9BH-ZabQk_1,gujarati,6,geography
mPEgUoTSEoY_1,ourselves,7,relation
mPZ37Qlg4B8,when,3,abstract
mPyRIGEieXo_1,some,6,quantity
mQPmk_qj6wM_1,risk,6,abstract
mRmOZEKXSFQ_1,jackfruit,7,foods and drinks
mRodiqQBduE,bitter gourd,4,foods and drinks
mTuXlaWeVf8,optical character recognition,12,electronic and electrical
mUeSvl1T5Sk,ghana,3,geography
mUes7TvTZ0Y,catch,4,action
mUhcz7RyFqI_1,peak,9,spatial position
mWBceiU6iR4_1,quran,6,religious
mWHH9UopPFs,mi xiaomi,6,electronic and electrical
mY5LdfQ0sjQ,second,4,math
mZ8Tmp9I2Is,cock erels,11,flora and fauna
mZPhzM2sh0E_1,faith,6,abstract
m_jv0J-ORnQ_1,sunday,5,time
m_rnnhVnHZo_2,experiment,8,process
maf-Qj8EavI_1,agenda,10,process
md3sDbLwP_I,czech republic,4,geography
mdghSfzgn_w,okay,5,gesture
mdv4f8f7JpQ_2,hot,6,sensation
meGXyGsCWhs,season,7,time
mfoG6eiYkuA_1,busy,6,behavior
mgVaDE2i02s_1,engine,8,machine
mh7hK_GB1yQ,paneer,4,foods and drinks
mhO9nuyQ28I,merge,6,action
migHEZ8zuh0_1,candle,8,utility item
mikGymYxces_1,sewing machine,7,instrument
mjwekhNRLbY,shaving razor,6,utility item
mkXoxeaRCRc,triple,4,quantity
mkgTT7rVBAQ_1,thumb impression,11,language
mkl9CmVJ2tM_1,subsidy,8,legal
mmXQw0IktO0_1,good,7,quality
mn1F8ifBfE8_1,cap,6,wearable
mn1rYKlKYt4_2,milligram,9,metric
mnZrhrQqNQk,peacock,4,flora and fauna
mnswyczu_t4_1,easter,8,religious
mny-_WVQmTM_1,newspaper,7,readable
mpugTirtE4Q_1,exercise,6,medical
mq9WIJ0BxY8,forest,5,geography
msAFTkGIkKY,dehradun,4,geography
msFZgjGHhCw_1,facsimile signature,8,legal
mty6yED1PpI_2,projector,7,instrument
muFgzetIJP4,sea,5,geography
mw6GHL7CsJw_1,son,11,relation
mwUQPlBBZgE,stop,4,stage
myELYk-m-cI_1,toes,9,biology
mySSsdvhhZI_1,despatch,10,action
mztpaGS8lno_1,sugarcane,7,foods and drinks
n-1noAwKg1w,economics,4,education
n-oYLZ4V2ZY_1,possible,6,attribute
n0NXSLz7Skk,wrong,4,comparator
n0ixnjHqfAU,accept,4,action
n162JtquPPo,chicks,12,flora and fauna
n2XiOTb_y0E,shell top,10,attribute
n2Yyy3BkMjk,ginger,5,foods and drinks
n4ITD16-c9Q,kochi,6,geography
n5UUf4qS9vo,tall protective hedges,13,flora and fauna
n7Ikc1zpm-o,cylinder,5,utility item
n7sdyYH_Vss,people,7,group
n8CdU-tQIX4,roof,6,construction
n9F3-JF1Dug,blouse,4,wearable
nBXHnSz4pYc_1,compass,7,instrument
nBnJhuCSZxY,compare,4,process
nBp-9HnOvow_1,anklets,7,wearable
nC0-4IBpIe0_1,mirror,7,physics
nDjjCfmeT28_1,put,6,action
nEoBtV3LSLw,shallow,5,attribute
nGBnt1hkNA4,chain drive,14,instrument
nGYNwYqr4iM_1,extra,8,quantity
nGiuyZ9jIds,fourteen,4,math
nGk01dUfQo0,buffalo,5,flora and fauna
nH3nl9uTYc8_1,expensive,7,attribute
nH5V7jQYZfU_1,feed,6,action
nHEWuB2F5O4_2,loan terminable,9,banking
nHdz1IK9ydw,weak,4,quality
nHoSIUvNUhA,embryonic development,15,biology
nIBj-sIAi3s,sleep,4,action
nIYd_DTmgOA,diabetes,5,medical
nIw0e8QMIko,rock,5,miscellaneous object
nLRgpHuC0fQ_1,cholera,6,medical
nN5836JqV6o,twin,4,biology
nOfYw4qFT98_1,calm,8,emotion
nOqqumlcVYU_1,shine,6,attribute
nPFOofWkMZc,tall shrubs,6,flora and fauna
nPejilWVcLU,state,4,geography
nQhm9tWvaog,german measles rubella,5,biology
nR0rTKA9Ldo_1,action,10,action
nRHDYOP78eE,spectacles,4,wearable
nReXFWHGPdg,soup,4,foods and drinks
nS1xo_n5_sQ_1,you,7,relation
nS5mLcPFpnk_1,strong,7,quality
nS9YfFqJct0_2,angle,7,math
nSEzV5TYaZk,milling cutter angle,9,instrument
nT_QwhsDXR0,prescription,5,medical
nU2c599HQUM_1,cake,6,foods and drinks
nVGUO-aBw6o,remove,3,action
nWsRyI0iqEQ,lift,4,transport
nX8FJ8qjPuQ_1,candle,8,utility item
nYQJc4FIONc_1,patience,7,behavior
nYq64foD8OE_1,scent,6,utility item
nZC6NXo3SAc,truck,5,transport
nZPix7hmbDc_1,chest,7,biology
nZQgs84-71M_1,sunday,5,time
nZXIuMlpqs8_1,temporary,6,abstract
nZp9HgnRg2Q_1,compate,6,process
n_8B2_ChR7I,lamp,5,electronic and electrical
n_ZH6USjaMM_1,unlimited,6,quantity
na-Lq61BD80_1,agree,5,action
nbGClOPWFAs,label,3,action
nbGetUh9P74_1,about,6,spatial position
nbJBh7lzl30,taxi,5,transport
nbVI64uJFks,kannada,7,language
ncAPREMR3JA,dvd,6,computer
ncRjrgTmEho_1,trade,8,commerce
ndCTFD1P_qo,balloon,4,utility item
ndTLR5u4IKc,autocracy,15,authority
ndh4le8xfHY_1,practise,7,action
ne5dJi6f9aQ,permanent,4,attribute
nejz8c9gkFE_2,south poie,11,geography
ngk26A8JXKk,besom pocket,7,wearable
nhLcG0rMU7c_1,lawyer,6,legal
nhi8hvvKDe0_1,survivorship,10,stage
nhlsBwo95ms_1,sri lanka,6,geography
nkox-ajvLnc,lift,4,transport
nmC9PhWItts,recharge,6,banking
nnnPWu4bf60_2,galaxy,12,astronomical
nnpCEu2kzrs_1,mosquito,5,flora and fauna
npDGGJ0M-wc_1,ledger,11,banking
npkVQCEbeeM_1,kill,5,action
nqBsZsXrUk0_1,holder,10,instrument
nqH15OqXPnI,winner,12,human
nqN1KzFQ-nk,scalpel,15,instrument
nru9lQCilqs_1,questionnaire,7,utility item
nsIYX21oO_M_1,divide,6,action
nsmhWfsLTLc_1,unpaid,7,banking
nt0_JZPdo-Y,fish as a food of cattle,7,foods and drinks
nt6YlBv1Qv0,scotland,3,geography
ntsopMo8ABU,battered child syndrome,10,medical
nuTB6o4EeUU_1,symbol,10,language
nuVE-pwIDNM,time,4,time
nuYcIMq8e5U,apple,4,flora and fauna
nur8ELm8QV4,rocking chair,5,utility item
nv_OhAg7zNE_1,office bearer,9,profession
nvofZFSfV1w_1,table,7,utility item
nweVa6JYyYw,very,4,quantity
ny7-NbuyCuY,toggle button,11,computer
nyjlcCkgQVI_1,leprosy,6,biology
o-H6UeceSts,circuit breaker,9,physics
o-Y-aBPo_xw,armenia,4,geography
o1HHyNHRKaw_1,repay,7,banking
o1T_M9vuDr8_1,gloves,6,wearable
o1TtSAj8-oc_1,balloon,6,utility item
o2drDly41iw_2,centripetal,14,physics
o34Uvfsrpy0,servant,14,profession
o3ThFwDDdso,neck,4,biology
o3UvzZTcMqY,medium shrubs,8,flora and fauna
o3Yqyk3bfXE,snow,5,weather
o4AfySvjYxo_1,kurta,6,wearable
o4GtA7kt0xc_1,floppy,7,computer
o4zm0Ga1olU_1,self explanatory,9,attribute
o610N3lN8Zo,konark sun temple,7,geography
o68UYF2jW_o,handpump water,5,substance
o6HO3Gv3-HI_1,year,5,time
o7TVosWSogI,abstract,13,abstract
o7f9Ny0BfQU,artesian well,9,geography
o81WOSZDrs4_1,tortoise,6,flora and fauna
o90151UDeTo_1,prescribe,8,action
o95thycjZd0,transfer fee,8,commerce
o9vIJZ9h9dQ,bullet train,6,transport
oA3QZPn2m1k,duck,5,flora and fauna
oAbVUktjGi0_1,thick,7,quality
oAhY6BKcbG0,study,4,action
oBQfG6EUQEM_1,watch,8,action
oBlFP8OmGmI_1,harvest,6,flora and fauna
oClte_ZOU3o,html tag,13,internet
oCv7HT967Zc,air matress,12,utility item
oDkQtwBcNJE,tom and jerry,7,entertainment
oEb4cNh9cng,israel,5,geography
oH1yvkXOQ6w,gram,7,metric
oH5IJ53C4Nk,dengue,5,medical
oJUjrqXkdjs,add,5,math
oK0JcoPqnuY,namaste,4,greeting
oKJinRbyd5c,safety helmet,8,wearable
oKZLgXGojzE_1,stock opening,9,banking
oL5-8eYbp3I,rally,6,event
oLG6MTeNo2k_1,become,6,action
oLKRnSnr58c,rarely,7,attribute
oLYzn3tvSWQ_1,promisory note,8,banking
oMptigXjs8w,year,4,time
oMrL9S8VGJ0_1,frog,7,flora and fauna
oNLS4rBETd8,bharatiya janata party,4,politics
oNRtJ5PQ4NU,emergency medical technician,7,profession
oNnwv2EUUOQ,pakistan,5,geography
oPV8jV_SqGM_1,scissors,5,utility item
oPedYyqevCM,natural,6,biology
oPypd7lSD84_1,per pro,8,legal
oQ5MXCEEm7M_1,glass,7,substance
oQNOHd5JtqA,funeral cremation,11,event
oQZt_Mg6WFQ,sp,4,politics
oQhxACPhL1k,buffet,7,foods and drinks
oRJn3LprR4U,bowler,4,sport
oROlXdZN6pA_1,feather,6,flora and fauna
oRWZCnGJmjY_1,beans,6,foods and drinks
oRbyb-naKkE_1,far,6,spatial position
oRcnRJ4g8GY,icici bank,6,organisation
oSG1xo9mKto,ad infinitum,7,quantity
oSXFhrjLVAI,quickly,4,time
oSjumbZ6yhI,alkali soil,12,metal and minerals
oUGGkzVjF3A_1,bath,6,action
oUcoHPxXsbA,ice hockey,3,sport
oUq6eVq85sU_1,kilogram,6,metric
oWCU9EhTFuY_2,irregular vibration,10,physics
oX-Mo3au4eY,international,5,geography
oXDA73D5WAM,try,4,action
oY37vXA7tXk,problem,4,abstract
oYPDwA6rGqc_1,conversion,9,action
oYwBPKBX2kE,mouth,6,biology
oZ2YUZsC7hA_2,high resistance,13,electronic and electrical
oZ6x75IBNj8,programme,5,event
oZGsu4mt2e4_2,automobiles,8,transport
oZjgBn_Aml4_1,par - below,10,comparator
o_Dvm4U4sLo,make,5,action
o_ThmWoMwYM_2,improvement,9,time
oa5xViQgdGc_1,sick,6,medical
oaBVfRn6GPA_1,chapter,6,education
ocJHUZkUA1E_2,degree,8,education
odwu59KYHWk_1,thermometer,7,miscellaneous object
oeH2BtfiHVI,fruits,5,foods and drinks
ofZ6Jo2XUn8,kathakali,6,event
ogn8OCqqQ7k,confess,6,process
ogoYx2zZE7E,needle,7,utility item
oh90rIHoAuQ_1,morning,7,time
ohjswsB3XdQ,batman,5,entertainment
oizhgT9YG74,motherboard,14,electronic and electrical
oj-FbF4iU5M_2,negative,6,math
ojCn0dDr1m0,rock climbing gujarat,9,sport
ojf8g4q0xvU_1,actual,9,abstract
ok8DLBVJmKU_1,chief minister,7,authority
oksjclh3Z3M,out of work,4,event
omEpmBorZUg_1,non legal,8,legal
omcdxRmGHMM,lapel,11,wearable
onUK6-vwi1s_1,doubt,6,attribute
onsdyXAWNqY,violin,5,instrument
oo5qLRI1lmM_1,mumbai,6,geography
ooGQLLL-8RQ,experiment,7,process
opvfqSmc3TM_1,fund,7,banking
oqQZVkOsNh8,metre,5,metric
oqq2I0ePK3Y,initiative,8,behavior
osKMM2nRMaI,passion,6,emotion
osLBI6ox7EE,nervous,4,emotion
otXF356rVzQ,bell,5,miscellaneous object
ouQmvo795rE,four,5,math
oumchDY1yqs_1,post office,6,construction
ouqUEVpF0v4,guide,6,utility item
ov-SGBORI6Y,disrespect,5,behavior
p-TiL6oWEbA_1,often,6,time
p0IHOoCCGNU,carpenter,6,profession
p10Dt-78muM_1,energetic,6,attribute
p1cUjAAJGtc_1,treasury,8,miscellaneous object
p2fONcgegyM_1,account minor,13,banking
p2tLsgPiaWw,iran,4,geography
p2tdvIBIU0c_1,dhobi,6,profession
p5Fbfjwa6lo_2,watt,11,metric
p5sMB8Y4p7A_2,individual,7,quantity
p6Br14ZTsZI,cream,8,utility item
p7L6g9YzTVU,thermometer,4,miscellaneous object
p7oldq2vCto_1,enclosure,9,banking
p8-zJttOAKc_1,toilet,6,construction
p8R2zU16-xI_1,thursday,6,time
p8RRLvEnKIY_2,relief,6,action
p8ccKTtbyaQ,duck,6,flora and fauna
p9SdpeHMkZ0,happy,3,emotion
p9bBKmmXvkY,calculator,4,math
p9iMjaFLMsc_2,battery,8,physics
pAo8Zc96Tu8,shield,5,miscellaneous object
pAtADV-ujaQ,forever,4,time
pBeRmN-a5lU,shawl,4,wearable
pC0Qg1SBVs4_1,unit,6,metric
pCBCoT-2Bb4,murder,3,action
pCOcHCIK5rc_1,renewal,7,action
pD08WIZUULQ_1,chappels,6,wearable
pDANep6oMko_1,sugar,5,foods and drinks
pDoqBNI1OyY,hidden file,12,utility item
pEM47kqgTEc,asbestos,7,substance
pEdQoefPlaI_1,exchange foreign,11,banking
pFUbKCb5m0I,nice,4,quality
pFhX9i2XDVY_1,trust,7,emotion
pFvqiGdzRH4_1,encourage,6,action
pFwwq-q_VTk,make a long story short,4,process
pG0n_OYfyQ4_1,figure,8,instrument
pHKwOx-oGic,nagpur,5,geography
pHgHQOTWz-U,numerous,4,math
pIdeeOdo8pw_1,cook,7,foods and drinks
pJZsB91xhWE_1,receiver,6,human
pJi25JN7TwU_1,clean bill,10,banking
pJpVzk9brGM,rude,4,attribute
pKXztoHJJLg_1,thorn,6,miscellaneous object
pKb4DHICBuo,happen,4,time
pMUP28lpEtI,grow,6,time
pNIc3-tZCr8,this,5,relation
pNiWeRZM59o,document,5,readable
pOrhwbKtrns,policy,5,legal
pPNhLjhDOcs_1,night,6,time
pQ0xpEJDynQ_1,protest,6,event
pQlSVEXVTg0_1,judicial,7,legal
pRJFwOmmjPE,mushroom,4,foods and drinks
pTbDCcIMvpM,record video,4,action
pU-6WzNOsuc,tolerate,5,behavior
pUUQ1UG90rU,tight tracking,13,action
pUe8744GO0Y_1,licence,10,legal
pUfkesVaSYc,woven,6,attribute
pVFFflkBVio,guitar,5,sound
pWdhIAVSNh4_1,pig,7,flora and fauna
pWeJhQGITxI_1,children,8,stage
pXODwFAlZUg_1,to,6,process
pYCXAIysO5Y,record,5,action
pYNE4dYeRKk_1,yellow,9,attribute
pZ3sCNXcd_8,web camera,8,internet
p___W5DGZYM,pronoun,5,language
p_jV4LqTBws,taste,5,sensation
p_jiAp79UAM_1,silk,8,wearable
pcIRZ8YeSwY,google pay,4,internet
pcL8I0LkHiI_1,oriya,7,language
pcMAg0w93W0,mobile,4,electronic and electrical
pcszWYZUdr4,audience,6,group
pcz5j3TcyEs_1,brother,13,relation
pdCmQ4U7C7c,wedding reception,5,event
ped2hI_0Lu4_1,cooperate,7,action
pgB67M7B9RY,gprs,9,internet
pgg0OdGUi9Q_2,kaleidoscope,11,instrument
ph86UNnfHM4_1,general ladger,8,banking
phWVA0eK_x8_1,now,7,time
pi2WpXIFSN8_1,spot price,8,commerce
pi57mKwYBNQ,make,4,action
pjwWOqfb8JQ_1,practise,7,action
pkfSN1ufC0c_1,appointment,10,action
pl4fBwS1VKA,raipur,4,geography
pmZTgjnADhQ,peon,6,profession
poWZ8sd_wfk_1,grass,6,flora and fauna
pobP84igDt4,fresh,4,quality
podfgBVY9ak,wife,5,relation
pp-VaOe9Aek_1,day book,10,banking
pqdymDbWmpM_1,stingy,7,attribute
pr_5nYeLFKc_2,bio energy,8,biology
prb13TWFfLY,rationale,4,abstract
prejlBZJFWo,typist,5,profession
przV2cLTG_4,conference,5,group
ptxxnMh-dvg,ms powerpoint,5,computer
pu9ff2Xvfy4,dhobi,7,profession
puQHunAHML8,advantage,3,metric
pvCPTa5YUSQ,united states of america,4,geography
pwGHjBM_o0A,zero,4,quantity
pwh-LfRLloM_1,feel,6,sensation
pwmFabvAS3k,before,4,spatial position
pxDoKJd--Wk_1,drawer,9,construction
pxP6gH5pazw,beautiful,5,attribute
pxQQZrTl_S0_1,turnout,8,banking
pxjiTt5uiQo,twin,4,biology
pxlwsuM4GeY_1,them,5,relation
pyrA60I4x5k,washroom,5,construction
pyuu4e4fioE_1,on probation,9,legal
pz-WdE_67TE,assailant,12,abstract
q0FzWxQ3D8k_1,rock,7,miscellaneous object
q0NQtFrQljs,take hours at something,5,action
q0tH9vIYWNU,poison,6,medical
q2wNudHNr3Q,open belt drive,10,machine
q3r_Y_arWCY_1,sentence,6,language
q4UZa51yFUA_1,sister,11,relation
q4cpBqay1qI_1,advantage,9,metric
q5h35OmM1Zc_1,share preference,9,banking
q6RWNvLf2kA,thunder,7,weather
q79Rs300DoY_1,doll,6,miscellaneous object
q8GJtbifW80_2,escape,9,action
q8YYLFkGEwI_1,trade discount,9,commerce
q8nqvTW4ZBE,deep rooted,13,emotion
q97fAwh2-aM,rate,5,banking
qB4HOTYT1VA,exotic sheep,15,flora and fauna
qBNL8tfKk_8_1,her,6,language
qBsdlxgyHU4_1,cunning,6,behavior
qCoHkpGP5CA,uruguay,4,geography
qFOJk1w7PIs_1,visitor,5,human
qFfaDK70Jvc,decide,4,action
qGXvLJud7iE_2,hexadecimal,10,metric
qIEr10Hg_Hw_1,bad,7,quality
qIRaIAMh3Nk_1,peas,7,foods and drinks
qIYgR-Dvb6I_1,bullock cart,6,transport
qI_HL9U9_UE,adoptive child,7,relation
qJ25qL-gfX8,ways,3,process
qKEIXeVwCB4_1,west bengal,7,geography
qL6nqL53Z0g,autocracy,7,authority
qLAU7iI1Cfs,developmental delay,10,legal
qMD3sfogugU,unemployed,4,comparator
qMDStZsjwX0,velcro,8,wearable
qMGPlkkXdek_1,angry,6,emotion
qNUrBAQsL5s_1,working hours,7,time
qNWz7DPyrnU,select,4,action
qN_4AbN4yS8_1,plug,6,electronic and electrical
qP3z3jT3ENc,blurring,14,action
qR9b5ntUm50,non infectious disease,14,biology
qRqxwR1617A,attendance record,12,readable
qSD4IBK27Zg,toenail,6,biology
qSuPoYq-8lc,smallpox,5,medical
qTKpCqiDQZI,tata car,5,transport
qTqWjy6FgNE_1,white,8,abstract
qUIXw4OObjQ_1,curry,6,foods and drinks
qW80XrM1yWQ,mall,4,geography
qWzBMXkJ-DM,nomographer,13,legal
qXPZr651bTY_1,talk,11,action
qXV1KRvMA-Y,approve,3,action
qYk4iw7qgmc,affirm,4,action
q_0AgxMXZkU_1,area,11,geography
q_HxcWofEZU,allergy,5,medical
qa59arBbolM_1,retum outward,10,action
qbITjeyEq14,national anthem,5,sound
qbqRDmqdD3o_1,sell,6,action
qfxkW7YYQTU,abrasive,14,substance
qgH8zxbIQr4_1,banaras,6,geography
qh52MLe84Fw_1,acceptance,10,abstract
qhy4d9BzMIw_1,stamp,6,utility item
qiK-4WwmTNg,island,7,geography
qiTht8WDOvI_1,lick,7,action
qjRRaPtsqf4,know your customer kyc form,8,action
qjgThWSsOVk_1,monday,6,time
qjlkVQxsQJg_1,disabled,10,biology
qjnZDMjWiuk,weight,6,abstract
qkl0Ad2_chc_1,ant,6,flora and fauna
qksJ3uwtD1o_1,employment,10,banking
qkzrIpdfelI_2,uitrasonic,10,physics
qlTFEkGXr7Q_1,anklets,7,wearable
qm7nogtX_GY,zip,4,utility item
qmOaTqw3WQY,projector,4,instrument
qnlNXXR-M7c_2,kinetic energy,11,physics
qoGtYKREfLY,maha shivaratri,5,event
qoMWB2o9jfE,hair dryer,6,utility item
qoU45G2WmsE,wear,4,action
qouHxEWVK2w_2,generator,10,electronic and electrical
qp4Sw-QAMD4,permit,4,action
qpNvq1zrIuc,transparent,6,attribute
qpeSv7MX-z0_1,pass,7,abstract
qpynNeUIkM4,waiting room,9,construction
qr6GWRK8STs_1,information,6,legal
qrAKx_t3qYk,low lying area,10,geography
qrQAkUxy0KE_2,rotational,8,physics
qriQ0SvqUq0,volcano,6,geography
qrkzRim1Qc0,past,3,time
qsLUWtIB5eM_1,burglar,9,human
qtblK4nxVok_1,their,6,relation
qtmO-0Fsjz8_1,mute,7,sound
qu0RevE96ac,remove,4,action
qvpipwu40zk_1,moon,9,astronomical
qw9d-nRDzKM_1,tuesday,5,time
qweRHfBQxEg,pista,8,foods and drinks
r-FVBdwV9VI,indent,13,attribute
r-HB7BtP1JM_2,neptune,10,astronomical
r-Og6CaFJUA,metro,4,transport
r15J1z-vQIM,rabindranath tagore,6,human
r2UtCMULRmI_2,import,7,transport
r2cxiOVBhpE_1,belief,7,abstract
r2tTgaCMDWo_1,handicapped,7,biology
r3EgB2AGF3s_1,yellow,10,attribute
r3H0vo7q6qY,myself,4,language
r3HsR87-sN8,blame,4,action
r3MqV1WicvY_1,regularisation,7,math
r3XLYw0EMlg_1,third party,9,comparator
r4n7uVq_LzU,ladder,5,transport
r4sVEIO1jZE_1,pour,5,action
r5N3Xy-KNAU,music,4,sound
r607N-5gkHs,iron,4,metal and minerals
r644w1okl48_1,mile,7,metric
r777eDg0fX0_1,ram,5,religious
r7Po-epk8iY,head pan,4,utility item
r7T0UqigDqg,fish food,10,foods and drinks
r7VLa40tjvM,area,4,geography
r8-q53AmmMg,extinct,4,biology
r83lka7D8KM_2,filament,11,substance
r8ySf1Ql93Q_1,ask,7,action
r99WfHTRr2A,think,4,action
r9DiSHym81k,tired,5,sensation
r9JwYFol1EM_1,story,7,readable
r9Lc4qHj-cg_1,overdraft,8,banking
r9QQ0jQ64IQ_1,dog,6,flora and fauna
r9XwyFRQsqY,saprophyte of plants,13,flora and fauna
rAUcd8-2e3Y,temple,4,religious
rBD74wqvKeI_1,chalk,6,utility item
rBPJARGhPNg,poultry mash,7,flora and fauna
rBRJw6gUMHM_1,circle,10,math
rBi-dpJFZuA,prize,4,miscellaneous object
rC5QdAVnv0I,paratha,5,foods and drinks
rCfYRtWfYVA,wine,4,foods and drinks
rD5-gbf9Gzg,steam tractor,15,transport
rD5QxDhHIxw_1,saw,6,instrument
rEBOoE50Ghw_1,under consideration,7,legal
rEtGA49vlaU,brain stem glioma,12,medical
rFC_zjBmNw8_1,statistics,10,math
rFFoZPPKsC8,streaming,15,action
rFkWotSdjdk,ms word,10,computer
rFlXpH9WCf8_1,expiry,9,banking
rGn67Xxthrk_1,lemon,7,foods and drinks
rGwK-HsdDk0_1,leaf,6,flora and fauna
rJOGOpWkH6U_1,socks,7,wearable
rJVe-aaYlKw_2,north pole,13,geography
rJbc69qxPDA,colour,3,colour
rJjNfXvVaaY_2,accurate,6,metric
rK412FrGOxY,network,4,internet
rKDZTG2rFPs,capital,4,legal
rKzMbfGElSE_1,straight forward,8,attribute
rLgfWU1DpbY_1,day after,6,time
rN9rKeJZmqI,ranchi,4,geography
rNvWUflStQQ,retire,4,action
rNyD10XoXcU_2,centimetre,10,metric
rOZhirQPdr4,tool belt,13,wearable
rOcFkQzLhLQ_1,brother,11,relation
rOjimhh-dqE_1,amalgamation,8,commerce
rOonVQYaM-A_1,passive debt,10,banking
rP-VqYz6Lyk_1,account holder,13,banking
rQ4mnndh8wk_1,beautiful,7,attribute
rQkxqEgXEYQ,include,5,action
rRVnNmQOR-I,calendar,5,time
rSeg8yH3Lgg_1,task wage,11,legal
rU5LeIE7tmM_1,leprosy,6,biology
rUXhFDo3Bv0,smart,5,attribute
rUZD2TQcbvI,knurling,7,process
rVBNDX51--w,stock chart,14,banking
rVEOXcTj1NU,evil,4,quality
rW8bfuuzfgI,next week,4,time
rWCFmpbmMPw_1,schematic,11,attribute
rWM6kOxTTIo,social,5,behavior
rY6VvljDcc0,scratch,5,action
rYTt2LuzVhw_1,man,10,human
rYwhWesDH9k_1,cone,9,miscellaneous object
rZnNOW47uNk_1,trustworthiness,7,attribute
r_tsg9162uc_1,dishonoured bill,9,banking
r_xF77i3RGw,victory,4,event
raF-yOcZpkk,shaving blade,4,utility item
rayOhAZhd2k,night,3,time
rbXizQI1XOM,shrubs,14,flora and fauna
rbdcr9AQtrE_1,discretionary limit,10,banking
rbu6XJFG-uI,livelihood,4,abstract
rbw7n0D0KGE_1,comb,8,utility item
rc7GRaEyQHQ,washing machine,5,electronic and electrical
rd2t-M0o7Ds_1,crayons,11,utility item
rdW1Snzd9cs,deceive,6,action
rduuYRHkDtw_2,second,9,math
rfTcUTbx4ZU,housing,10,banking
rgk8cmr4El4_1,tongue,7,biology
rhbOs1NZYRM,stags,13,flora and fauna
ri8j2L0zG9c,bolt,12,instrument
rihHzABTIPg,drawer,5,construction
rj0GN2scIsU,under,4,spatial position
rjAoqYLMHrI_1,verdict,7,legal
rjZmgbqdoRQ,assassination,15,event
rlMareW0lTU,projector,4,instrument
rmgyo8yyqfo,ticket,5,miscellaneous object
rn-sFXA7utE,sandwich,7,foods and drinks
rn4NJPtL1m8,up,3,spatial position
rnK5ck1th4Q_2,lens,8,physics
rpMNq0nFlUQ,approve,3,action
rrgx0TM2nfc_1,enquiry,8,banking
rrjpij1UdL0,condom,4,substance
rrqJccrO4vo_1,admissible,10,quality
rs7TTTwmbBo_1,grain,6,foods and drinks
rsDIotNeFsM_1,spoon,6,utility item
rsKBWd7j4n4_1,rose,7,flora and fauna
rskg3zep4Gs,mahavir,4,behavior
rt9BRaQYqkg,sleepwalker,14,human
ru9ZDRu566k,frisbee,6,sport
ruGnpxVL54k_1,right,6,spatial position
ruOCbes6zaM,minute,12,time
rufhjKU3UII,chandigarh,4,geography
runWN1EzmEE,wall,5,construction
rvAlXnalbqU_1,advise,5,action
rvOBl50SewA_1,estimate,7,banking
rvZ_e5KC2Mw_1,meter,7,metal and minerals
rvjY9vlX_H4,afternoon,4,time
rwhRNPCPp34,nut,8,instrument
rwocxlQmNvM_1,brokerage,11,banking
rxLiUBQv4s4,schedule,7,time
rxS-0_0rVV4_1,wholesale,9,group
rxzyWCTxCbg_1,advertisement,7,internet
rzVyqTff8MY_1,carry,6,action
rzY50tnGKNg,opportunity,4,abstract
rztToJBqL3k_1,wednesday,6,time
s-570A5kLxo,goat,7,flora and fauna
s09swjiVGok,brain injury,4,medical
s0HIntkDTew_1,lake,10,geography
s0WQZn1xjxo_1,tail,6,attribute
s13W7g7VnJ8_1,examine,6,action
s1K-Mqzy9Bo,boil,14,action
s1tq1t4LDuM,confidence,5,emotion
s3tJWRZegCw,sudden,3,behavior
s4ez79CSE58,sudan,3,geography
s57mcqROvtA,capital,4,banking
s5AMrNjoP0Q,boxing,3,sport
s5cimY-et2g,price,4,banking
s5kbd2DCqpk,bsp,4,politics
s5mQsATayMM,approach,5,spatial position
s67I8VUigAU,monkey,4,flora and fauna
s6C3AecUXiY_1,fry,5,action
s7LkPeqby9A,viral diseases animals,13,medical
s7Rg0qiQ1Fs,tongue,4,biology
s7U2zrpRFD0,welder,4,profession
s8wH4rgfn20_1,cassette,7,sound
s91r7_fA4O4_1,bills purchased,9,banking
sAQO6QDpXPM_1,gurunanak jayanthi,8,event
sDKms4XnnWM,luster,9,quality
sDvfKoCt0nI,rehabilitation,3,process
sErgS9d1UdM,vice president,4,authority
sEu_kUiVDho_1,telugu,7,language
sFjn3cTFUT4,chhattisgarh,4,geography
sFyFmt6-rc0,graphics,8,computer
sGzaDUwWF18,accordion pleats,9,wearable
sHXOURRWbpg_1,rebate,6,banking
sIRKe3QdsJ8,reduce,6,action
sJ6Zv0fi1xM,weight,4,abstract
sJF8p7K6dwk_2,expansion,9,quantity
sKiDLFiFALs,abusive language,11,language
sLLQkt04ZiQ,drive,4,transport
sM0iALMvEmk,february,6,time
sMdon0OffjU,harass,4,emotion
sNQ2sQ75wJ8,snip,5,utility item
