uid,gloss,duration,category,video_path,official_partition
ouQmvo795rE,four,5.0,math,CISLR_v1.5-a_videos/ouQmvo795rE.mp4,prototype
oumchDY1yqs_1,post office,6.0,construction,CISLR_v1.5-a_videos/oumchDY1yqs_1.mp4,test
ouqUEVpF0v4,guide,6.0,utility item,CISLR_v1.5-a_videos/ouqUEVpF0v4.mp4,prototype
ov-SGBORI6Y,disrespect,5.0,behavior,CISLR_v1.5-a_videos/ov-SGBORI6Y.mp4,prototype
p-TiL6oWEbA_1,often,6.0,time,CISLR_v1.5-a_videos/p-TiL6oWEbA_1.mp4,test
p0IHOoCCGNU,carpenter,6.0,profession,CISLR_v1.5-a_videos/p0IHOoCCGNU.mp4,test
p10Dt-78muM_1,energetic,6.0,attribute,CISLR_v1.5-a_videos/p10Dt-78muM_1.mp4,test
p1cUjAAJGtc_1,treasury,8.0,miscellaneous object,CISLR_v1.5-a_videos/p1cUjAAJGtc_1.mp4,prototype
p2fONcgegyM_1,account minor,13.0,banking,CISLR_v1.5-a_videos/p2fONcgegyM_1.mp4,prototype
p2tLsgPiaWw,iran,4.0,geography,CISLR_v1.5-a_videos/p2tLsgPiaWw.mp4,prototype
p2tdvIBIU0c_1,dhobi,6.0,profession,CISLR_v1.5-a_videos/p2tdvIBIU0c_1.mp4,prototype
p5Fbfjwa6lo_2,watt,11.0,metric,CISLR_v1.5-a_videos/p5Fbfjwa6lo_2.mp4,prototype
p5sMB8Y4p7A_2,individual,7.0,quantity,CISLR_v1.5-a_videos/p5sMB8Y4p7A_2.mp4,test
p6Br14ZTsZI,cream,8.0,utility item,CISLR_v1.5-a_videos/p6Br14ZTsZI.mp4,test
p7L6g9YzTVU,thermometer,4.0,miscellaneous object,CISLR_v1.5-a_videos/p7L6g9YzTVU.mp4,test
p7oldq2vCto_1,enclosure,9.0,banking,CISLR_v1.5-a_videos/p7oldq2vCto_1.mp4,prototype
p8-zJttOAKc_1,toilet,6.0,construction,CISLR_v1.5-a_videos/p8-zJttOAKc_1.mp4,test
p8R2zU16-xI_1,thursday,6.0,time,CISLR_v1.5-a_videos/p8R2zU16-xI_1.mp4,test
p8RRLvEnKIY_2,relief,6.0,action,CISLR_v1.5-a_videos/p8RRLvEnKIY_2.mp4,prototype
p8ccKTtbyaQ,duck,6.0,flora and fauna,CISLR_v1.5-a_videos/p8ccKTtbyaQ.mp4,test
p9SdpeHMkZ0,happy,3.0,emotion,CISLR_v1.5-a_videos/p9SdpeHMkZ0.mp4,test
p9bBKmmXvkY,calculator,4.0,math,CISLR_v1.5-a_videos/p9bBKmmXvkY.mp4,test
p9iMjaFLMsc_2,battery,8.0,physics,CISLR_v1.5-a_videos/p9iMjaFLMsc_2.mp4,test
pAo8Zc96Tu8,shield,5.0,miscellaneous object,CISLR_v1.5-a_videos/pAo8Zc96Tu8.mp4,prototype
pAtADV-ujaQ,forever,4.0,time,CISLR_v1.5-a_videos/pAtADV-ujaQ.mp4,prototype
pBeRmN-a5lU,shawl,4.0,wearable,CISLR_v1.5-a_videos/pBeRmN-a5lU.mp4,test
pC0Qg1SBVs4_1,unit,6.0,metric,CISLR_v1.5-a_videos/pC0Qg1SBVs4_1.mp4,test
pCBCoT-2Bb4,murder,3.0,action,CISLR_v1.5-a_videos/pCBCoT-2Bb4.mp4,test
pCOcHCIK5rc_1,renewal,7.0,action,CISLR_v1.5-a_videos/pCOcHCIK5rc_1.mp4,prototype
pD08WIZUULQ_1,chappels,6.0,wearable,CISLR_v1.5-a_videos/pD08WIZUULQ_1.mp4,test
pDANep6oMko_1,sugar,5.0,foods and drinks,CISLR_v1.5-a_videos/pDANep6oMko_1.mp4,test
pDoqBNI1OyY,hidden file,12.0,utility item,CISLR_v1.5-a_videos/pDoqBNI1OyY.mp4,test
pEM47kqgTEc,asbestos,7.0,substance,CISLR_v1.5-a_videos/pEM47kqgTEc.mp4,prototype
pEdQoefPlaI_1,exchange foreign,11.0,banking,CISLR_v1.5-a_videos/pEdQoefPlaI_1.mp4,prototype
pFUbKCb5m0I,nice,4.0,quality,CISLR_v1.5-a_videos/pFUbKCb5m0I.mp4,test
pFhX9i2XDVY_1,trust,7.0,emotion,CISLR_v1.5-a_videos/pFhX9i2XDVY_1.mp4,test
pFvqiGdzRH4_1,encourage,6.0,action,CISLR_v1.5-a_videos/pFvqiGdzRH4_1.mp4,prototype
pFwwq-q_VTk,make a long story short,4.0,process,CISLR_v1.5-a_videos/pFwwq-q_VTk.mp4,test
pG0n_OYfyQ4_1,figure,8.0,instrument,CISLR_v1.5-a_videos/pG0n_OYfyQ4_1.mp4,prototype
pHKwOx-oGic,nagpur,5.0,geography,CISLR_v1.5-a_videos/pHKwOx-oGic.mp4,prototype
pHgHQOTWz-U,numerous,4.0,math,CISLR_v1.5-a_videos/pHgHQOTWz-U.mp4,prototype
pIdeeOdo8pw_1,cook,7.0,foods and drinks,CISLR_v1.5-a_videos/pIdeeOdo8pw_1.mp4,test
pJZsB91xhWE_1,receiver,6.0,human,CISLR_v1.5-a_videos/pJZsB91xhWE_1.mp4,prototype
pJi25JN7TwU_1,clean bill,10.0,banking,CISLR_v1.5-a_videos/pJi25JN7TwU_1.mp4,prototype
pJpVzk9brGM,rude,4.0,attribute,CISLR_v1.5-a_videos/pJpVzk9brGM.mp4,test
pKXztoHJJLg_1,thorn,6.0,miscellaneous object,CISLR_v1.5-a_videos/pKXztoHJJLg_1.mp4,test
pKb4DHICBuo,happen,4.0,time,CISLR_v1.5-a_videos/pKb4DHICBuo.mp4,prototype
pMUP28lpEtI,grow,6.0,time,CISLR_v1.5-a_videos/pMUP28lpEtI.mp4,test
pNIc3-tZCr8,this,5.0,relation,CISLR_v1.5-a_videos/pNIc3-tZCr8.mp4,test
pNiWeRZM59o,document,5.0,readable,CISLR_v1.5-a_videos/pNiWeRZM59o.mp4,prototype
pOrhwbKtrns,policy,5.0,legal,CISLR_v1.5-a_videos/pOrhwbKtrns.mp4,test
pPNhLjhDOcs_1,night,6.0,time,CISLR_v1.5-a_videos/pPNhLjhDOcs_1.mp4,test
pQ0xpEJDynQ_1,protest,6.0,event,CISLR_v1.5-a_videos/pQ0xpEJDynQ_1.mp4,prototype
pQlSVEXVTg0_1,judicial,7.0,legal,CISLR_v1.5-a_videos/pQlSVEXVTg0_1.mp4,prototype
pRJFwOmmjPE,mushroom,4.0,foods and drinks,CISLR_v1.5-a_videos/pRJFwOmmjPE.mp4,test
pTbDCcIMvpM,record video,4.0,action,CISLR_v1.5-a_videos/pTbDCcIMvpM.mp4,test
pU-6WzNOsuc,tolerate,5.0,behavior,CISLR_v1.5-a_videos/pU-6WzNOsuc.mp4,test
pUUQ1UG90rU,tight tracking,13.0,action,CISLR_v1.5-a_videos/pUUQ1UG90rU.mp4,prototype
pUe8744GO0Y_1,licence,10.0,legal,CISLR_v1.5-a_videos/pUe8744GO0Y_1.mp4,test
pUfkesVaSYc,woven,6.0,attribute,CISLR_v1.5-a_videos/pUfkesVaSYc.mp4,prototype
pVFFflkBVio,guitar,5.0,sound,CISLR_v1.5-a_videos/pVFFflkBVio.mp4,prototype
pWdhIAVSNh4_1,pig,7.0,flora and fauna,CISLR_v1.5-a_videos/pWdhIAVSNh4_1.mp4,test
pWeJhQGITxI_1,children,8.0,stage,CISLR_v1.5-a_videos/pWeJhQGITxI_1.mp4,prototype
pXODwFAlZUg_1,to,6.0,process,CISLR_v1.5-a_videos/pXODwFAlZUg_1.mp4,prototype
pYCXAIysO5Y,record,5.0,action,CISLR_v1.5-a_videos/pYCXAIysO5Y.mp4,test
pYNE4dYeRKk_1,yellow,9.0,attribute,CISLR_v1.5-a_videos/pYNE4dYeRKk_1.mp4,test
pZ3sCNXcd_8,web camera,8.0,internet,CISLR_v1.5-a_videos/pZ3sCNXcd_8.mp4,prototype
p___W5DGZYM,pronoun,5.0,language,CISLR_v1.5-a_videos/p___W5DGZYM.mp4,prototype
p_jV4LqTBws,taste,5.0,sensation,CISLR_v1.5-a_videos/p_jV4LqTBws.mp4,test
p_jiAp79UAM_1,silk,8.0,wearable,CISLR_v1.5-a_videos/p_jiAp79UAM_1.mp4,test
pcIRZ8YeSwY,google pay,4.0,internet,CISLR_v1.5-a_videos/pcIRZ8YeSwY.mp4,prototype
pcL8I0LkHiI_1,oriya,7.0,language,CISLR_v1.5-a_videos/pcL8I0LkHiI_1.mp4,test
pcMAg0w93W0,mobile,4.0,electronic and electrical,CISLR_v1.5-a_videos/pcMAg0w93W0.mp4,test
pcszWYZUdr4,audience,6.0,group,CISLR_v1.5-a_videos/pcszWYZUdr4.mp4,prototype
pcz5j3TcyEs_1,brother,13.0,relation,CISLR_v1.5-a_videos/pcz5j3TcyEs_1.mp4,test
pdCmQ4U7C7c,wedding reception,5.0,event,CISLR_v1.5-a_videos/pdCmQ4U7C7c.mp4,test
ped2hI_0Lu4_1,cooperate,7.0,action,CISLR_v1.5-a_videos/ped2hI_0Lu4_1.mp4,prototype
pgB67M7B9RY,gprs,9.0,internet,CISLR_v1.5-a_videos/pgB67M7B9RY.mp4,prototype
pgg0OdGUi9Q_2,kaleidoscope,11.0,instrument,CISLR_v1.5-a_videos/pgg0OdGUi9Q_2.mp4,prototype
ph86UNnfHM4_1,general ladger,8.0,banking,CISLR_v1.5-a_videos/ph86UNnfHM4_1.mp4,prototype
phWVA0eK_x8_1,now,7.0,time,CISLR_v1.5-a_videos/phWVA0eK_x8_1.mp4,test
pi2WpXIFSN8_1,spot price,8.0,commerce,CISLR_v1.5-a_videos/pi2WpXIFSN8_1.mp4,prototype
pi57mKwYBNQ,make,4.0,action,CISLR_v1.5-a_videos/pi57mKwYBNQ.mp4,test
pjwWOqfb8JQ_1,practise,7.0,action,CISLR_v1.5-a_videos/pjwWOqfb8JQ_1.mp4,test
pkfSN1ufC0c_1,appointment,10.0,action,CISLR_v1.5-a_videos/pkfSN1ufC0c_1.mp4,test
pl4fBwS1VKA,raipur,4.0,geography,CISLR_v1.5-a_videos/pl4fBwS1VKA.mp4,prototype
pmZTgjnADhQ,peon,6.0,profession,CISLR_v1.5-a_videos/pmZTgjnADhQ.mp4,test
poWZ8sd_wfk_1,grass,6.0,flora and fauna,CISLR_v1.5-a_videos/poWZ8sd_wfk_1.mp4,test
pobP84igDt4,fresh,4.0,quality,CISLR_v1.5-a_videos/pobP84igDt4.mp4,test
podfgBVY9ak,wife,5.0,relation,CISLR_v1.5-a_videos/podfgBVY9ak.mp4,test
pp-VaOe9Aek_1,day book,10.0,banking,CISLR_v1.5-a_videos/pp-VaOe9Aek_1.mp4,prototype
pqdymDbWmpM_1,stingy,7.0,attribute,CISLR_v1.5-a_videos/pqdymDbWmpM_1.mp4,prototype
pr_5nYeLFKc_2,bio energy,8.0,biology,CISLR_v1.5-a_videos/pr_5nYeLFKc_2.mp4,prototype
prb13TWFfLY,rationale,4.0,abstract,CISLR_v1.5-a_videos/prb13TWFfLY.mp4,prototype
prejlBZJFWo,typist,5.0,profession,CISLR_v1.5-a_videos/prejlBZJFWo.mp4,test
przV2cLTG_4,conference,5.0,group,CISLR_v1.5-a_videos/przV2cLTG_4.mp4,test
ptxxnMh-dvg,ms powerpoint,5.0,computer,CISLR_v1.5-a_videos/ptxxnMh-dvg.mp4,prototype
pu9ff2Xvfy4,dhobi,7.0,profession,CISLR_v1.5-a_videos/pu9ff2Xvfy4.mp4,test
puQHunAHML8,advantage,3.0,metric,CISLR_v1.5-a_videos/puQHunAHML8.mp4,prototype
pvCPTa5YUSQ,united states of america,4.0,geography,CISLR_v1.5-a_videos/pvCPTa5YUSQ.mp4,prototype
pwGHjBM_o0A,zero,4.0,quantity,CISLR_v1.5-a_videos/pwGHjBM_o0A.mp4,prototype
pwh-LfRLloM_1,feel,6.0,sensation,CISLR_v1.5-a_videos/pwh-LfRLloM_1.mp4,test
pwmFabvAS3k,before,4.0,spatial position,CISLR_v1.5-a_videos/pwmFabvAS3k.mp4,test
pxDoKJd--Wk_1,drawer,9.0,construction,CISLR_v1.5-a_videos/pxDoKJd--Wk_1.mp4,test
pxP6gH5pazw,beautiful,5.0,attribute,CISLR_v1.5-a_videos/pxP6gH5pazw.mp4,test
pxQQZrTl_S0_1,turnout,8.0,banking,CISLR_v1.5-a_videos/pxQQZrTl_S0_1.mp4,prototype
pxjiTt5uiQo,twin,4.0,biology,CISLR_v1.5-a_videos/pxjiTt5uiQo.mp4,test
pxlwsuM4GeY_1,them,5.0,relation,CISLR_v1.5-a_videos/pxlwsuM4GeY_1.mp4,prototype
pyrA60I4x5k,washroom,5.0,construction,CISLR_v1.5-a_videos/pyrA60I4x5k.mp4,prototype
pyuu4e4fioE_1,on probation,9.0,legal,CISLR_v1.5-a_videos/pyuu4e4fioE_1.mp4,prototype
pz-WdE_67TE,assailant,12.0,abstract,CISLR_v1.5-a_videos/pz-WdE_67TE.mp4,prototype
q0FzWxQ3D8k_1,rock,7.0,miscellaneous object,CISLR_v1.5-a_videos/q0FzWxQ3D8k_1.mp4,test
q0NQtFrQljs,take hours at something,5.0,action,CISLR_v1.5-a_videos/q0NQtFrQljs.mp4,prototype
q0tH9vIYWNU,poison,6.0,medical,CISLR_v1.5-a_videos/q0tH9vIYWNU.mp4,test
q2wNudHNr3Q,open belt drive,10.0,machine,CISLR_v1.5-a_videos/q2wNudHNr3Q.mp4,prototype
q3r_Y_arWCY_1,sentence,6.0,language,CISLR_v1.5-a_videos/q3r_Y_arWCY_1.mp4,test
q4UZa51yFUA_1,sister,11.0,relation,CISLR_v1.5-a_videos/q4UZa51yFUA_1.mp4,test
q4cpBqay1qI_1,advantage,9.0,metric,CISLR_v1.5-a_videos/q4cpBqay1qI_1.mp4,test
q5h35OmM1Zc_1,share preference,9.0,banking,CISLR_v1.5-a_videos/q5h35OmM1Zc_1.mp4,prototype
q6RWNvLf2kA,thunder,7.0,weather,CISLR_v1.5-a_videos/q6RWNvLf2kA.mp4,prototype
q79Rs300DoY_1,doll,6.0,miscellaneous object,CISLR_v1.5-a_videos/q79Rs300DoY_1.mp4,prototype
q8GJtbifW80_2,escape,9.0,action,CISLR_v1.5-a_videos/q8GJtbifW80_2.mp4,test
q8YYLFkGEwI_1,trade discount,9.0,commerce,CISLR_v1.5-a_videos/q8YYLFkGEwI_1.mp4,prototype
q8nqvTW4ZBE,deep rooted,13.0,emotion,CISLR_v1.5-a_videos/q8nqvTW4ZBE.mp4,prototype
q97fAwh2-aM,rate,5.0,banking,CISLR_v1.5-a_videos/q97fAwh2-aM.mp4,test
qB4HOTYT1VA,exotic sheep,15.0,flora and fauna,CISLR_v1.5-a_videos/qB4HOTYT1VA.mp4,prototype
qBNL8tfKk_8_1,her,6.0,language,CISLR_v1.5-a_videos/qBNL8tfKk_8_1.mp4,prototype
qBsdlxgyHU4_1,cunning,6.0,behavior,CISLR_v1.5-a_videos/qBsdlxgyHU4_1.mp4,prototype
qCoHkpGP5CA,uruguay,4.0,geography,CISLR_v1.5-a_videos/qCoHkpGP5CA.mp4,prototype
qFOJk1w7PIs_1,visitor,5.0,human,CISLR_v1.5-a_videos/qFOJk1w7PIs_1.mp4,prototype
qFfaDK70Jvc,decide,4.0,action,CISLR_v1.5-a_videos/qFfaDK70Jvc.mp4,test
qGXvLJud7iE_2,hexadecimal,10.0,metric,CISLR_v1.5-a_videos/qGXvLJud7iE_2.mp4,prototype
qIEr10Hg_Hw_1,bad,7.0,quality,CISLR_v1.5-a_videos/qIEr10Hg_Hw_1.mp4,test
qIRaIAMh3Nk_1,peas,7.0,foods and drinks,CISLR_v1.5-a_videos/qIRaIAMh3Nk_1.mp4,test
qIYgR-Dvb6I_1,bullock cart,6.0,transport,CISLR_v1.5-a_videos/qIYgR-Dvb6I_1.mp4,prototype
qI_HL9U9_UE,adoptive child,7.0,relation,CISLR_v1.5-a_videos/qI_HL9U9_UE.mp4,prototype
qJ25qL-gfX8,ways,3.0,process,CISLR_v1.5-a_videos/qJ25qL-gfX8.mp4,prototype
qKEIXeVwCB4_1,west bengal,7.0,geography,CISLR_v1.5-a_videos/qKEIXeVwCB4_1.mp4,test
qL6nqL53Z0g,autocracy,7.0,authority,CISLR_v1.5-a_videos/qL6nqL53Z0g.mp4,test
qLAU7iI1Cfs,developmental delay,10.0,legal,CISLR_v1.5-a_videos/qLAU7iI1Cfs.mp4,prototype
qMD3sfogugU,unemployed,4.0,comparator,CISLR_v1.5-a_videos/qMD3sfogugU.mp4,test
qMDStZsjwX0,velcro,8.0,wearable,CISLR_v1.5-a_videos/qMDStZsjwX0.mp4,prototype
qMGPlkkXdek_1,angry,6.0,emotion,CISLR_v1.5-a_videos/qMGPlkkXdek_1.mp4,test
qNUrBAQsL5s_1,working hours,7.0,time,CISLR_v1.5-a_videos/qNUrBAQsL5s_1.mp4,prototype
qNWz7DPyrnU,select,4.0,action,CISLR_v1.5-a_videos/qNWz7DPyrnU.mp4,test
qN_4AbN4yS8_1,plug,6.0,electronic and electrical,CISLR_v1.5-a_videos/qN_4AbN4yS8_1.mp4,prototype
qP3z3jT3ENc,blurring,14.0,action,CISLR_v1.5-a_videos/qP3z3jT3ENc.mp4,prototype
qR9b5ntUm50,non infectious disease,14.0,biology,CISLR_v1.5-a_videos/qR9b5ntUm50.mp4,prototype
qRqxwR1617A,attendance record,12.0,readable,CISLR_v1.5-a_videos/qRqxwR1617A.mp4,prototype
qSD4IBK27Zg,toenail,6.0,biology,CISLR_v1.5-a_videos/qSD4IBK27Zg.mp4,prototype
qSuPoYq-8lc,smallpox,5.0,medical,CISLR_v1.5-a_videos/qSuPoYq-8lc.mp4,prototype
qTKpCqiDQZI,tata car,5.0,transport,CISLR_v1.5-a_videos/qTKpCqiDQZI.mp4,prototype
qTqWjy6FgNE_1,white,8.0,abstract,CISLR_v1.5-a_videos/qTqWjy6FgNE_1.mp4,test
qUIXw4OObjQ_1,curry,6.0,foods and drinks,CISLR_v1.5-a_videos/qUIXw4OObjQ_1.mp4,prototype
qW80XrM1yWQ,mall,4.0,geography,CISLR_v1.5-a_videos/qW80XrM1yWQ.mp4,prototype
qWzBMXkJ-DM,nomographer,13.0,legal,CISLR_v1.5-a_videos/qWzBMXkJ-DM.mp4,prototype
qXPZr651bTY_1,talk,11.0,action,CISLR_v1.5-a_videos/qXPZr651bTY_1.mp4,prototype
qXV1KRvMA-Y,approve,3.0,action,CISLR_v1.5-a_videos/qXV1KRvMA-Y.mp4,prototype
qYk4iw7qgmc,affirm,4.0,action,CISLR_v1.5-a_videos/qYk4iw7qgmc.mp4,prototype
q_0AgxMXZkU_1,area,11.0,geography,CISLR_v1.5-a_videos/q_0AgxMXZkU_1.mp4,test
q_HxcWofEZU,allergy,5.0,medical,CISLR_v1.5-a_videos/q_HxcWofEZU.mp4,test
qa59arBbolM_1,retum outward,10.0,action,CISLR_v1.5-a_videos/qa59arBbolM_1.mp4,prototype
qbITjeyEq14,national anthem,5.0,sound,CISLR_v1.5-a_videos/qbITjeyEq14.mp4,test
qbqRDmqdD3o_1,sell,6.0,action,CISLR_v1.5-a_videos/qbqRDmqdD3o_1.mp4,prototype
qfxkW7YYQTU,abrasive,14.0,substance,CISLR_v1.5-a_videos/qfxkW7YYQTU.mp4,prototype
qgH8zxbIQr4_1,banaras,6.0,geography,CISLR_v1.5-a_videos/qgH8zxbIQr4_1.mp4,prototype
qh52MLe84Fw_1,acceptance,10.0,abstract,CISLR_v1.5-a_videos/qh52MLe84Fw_1.mp4,prototype
qhy4d9BzMIw_1,stamp,6.0,utility item,CISLR_v1.5-a_videos/qhy4d9BzMIw_1.mp4,prototype
qiK-4WwmTNg,island,7.0,geography,CISLR_v1.5-a_videos/qiK-4WwmTNg.mp4,test
qiTht8WDOvI_1,lick,7.0,action,CISLR_v1.5-a_videos/qiTht8WDOvI_1.mp4,prototype
qjRRaPtsqf4,know your customer kyc form,8.0,action,CISLR_v1.5-a_videos/qjRRaPtsqf4.mp4,prototype
qjgThWSsOVk_1,monday,6.0,time,CISLR_v1.5-a_videos/qjgThWSsOVk_1.mp4,test
qjlkVQxsQJg_1,disabled,10.0,biology,CISLR_v1.5-a_videos/qjlkVQxsQJg_1.mp4,prototype
qjnZDMjWiuk,weight,6.0,abstract,CISLR_v1.5-a_videos/qjnZDMjWiuk.mp4,test
qkl0Ad2_chc_1,ant,6.0,flora and fauna,CISLR_v1.5-a_videos/qkl0Ad2_chc_1.mp4,test
qksJ3uwtD1o_1,employment,10.0,banking,CISLR_v1.5-a_videos/qksJ3uwtD1o_1.mp4,prototype
qkzrIpdfelI_2,uitrasonic,10.0,physics,CISLR_v1.5-a_videos/qkzrIpdfelI_2.mp4,prototype
qlTFEkGXr7Q_1,anklets,7.0,wearable,CISLR_v1.5-a_videos/qlTFEkGXr7Q_1.mp4,test
qm7nogtX_GY,zip,4.0,utility item,CISLR_v1.5-a_videos/qm7nogtX_GY.mp4,test
qmOaTqw3WQY,projector,4.0,instrument,CISLR_v1.5-a_videos/qmOaTqw3WQY.mp4,test
qnlNXXR-M7c_2,kinetic energy,11.0,physics,CISLR_v1.5-a_videos/qnlNXXR-M7c_2.mp4,prototype
qoGtYKREfLY,maha shivaratri,5.0,event,CISLR_v1.5-a_videos/qoGtYKREfLY.mp4,test
qoMWB2o9jfE,hair dryer,6.0,utility item,CISLR_v1.5-a_videos/qoMWB2o9jfE.mp4,test
qoU45G2WmsE,wear,4.0,action,CISLR_v1.5-a_videos/qoU45G2WmsE.mp4,test
qouHxEWVK2w_2,generator,10.0,electronic and electrical,CISLR_v1.5-a_videos/qouHxEWVK2w_2.mp4,test
qp4Sw-QAMD4,permit,4.0,action,CISLR_v1.5-a_videos/qp4Sw-QAMD4.mp4,prototype
qpNvq1zrIuc,transparent,6.0,attribute,CISLR_v1.5-a_videos/qpNvq1zrIuc.mp4,test
qpeSv7MX-z0_1,pass,7.0,abstract,CISLR_v1.5-a_videos/qpeSv7MX-z0_1.mp4,test
qpynNeUIkM4,waiting room,9.0,construction,CISLR_v1.5-a_videos/qpynNeUIkM4.mp4,prototype
qr6GWRK8STs_1,information,6.0,legal,CISLR_v1.5-a_videos/qr6GWRK8STs_1.mp4,test
qrAKx_t3qYk,low lying area,10.0,geography,CISLR_v1.5-a_videos/qrAKx_t3qYk.mp4,prototype
qrQAkUxy0KE_2,rotational,8.0,physics,CISLR_v1.5-a_videos/qrQAkUxy0KE_2.mp4,prototype
qriQ0SvqUq0,volcano,6.0,geography,CISLR_v1.5-a_videos/qriQ0SvqUq0.mp4,test
qrkzRim1Qc0,past,3.0,time,CISLR_v1.5-a_videos/qrkzRim1Qc0.mp4,prototype
qsLUWtIB5eM_1,burglar,9.0,human,CISLR_v1.5-a_videos/qsLUWtIB5eM_1.mp4,prototype
qtblK4nxVok_1,their,6.0,relation,CISLR_v1.5-a_videos/qtblK4nxVok_1.mp4,prototype
qtmO-0Fsjz8_1,mute,7.0,sound,CISLR_v1.5-a_videos/qtmO-0Fsjz8_1.mp4,prototype
qu0RevE96ac,remove,4.0,action,CISLR_v1.5-a_videos/qu0RevE96ac.mp4,test
qvpipwu40zk_1,moon,9.0,astronomical,CISLR_v1.5-a_videos/qvpipwu40zk_1.mp4,prototype
qw9d-nRDzKM_1,tuesday,5.0,time,CISLR_v1.5-a_videos/qw9d-nRDzKM_1.mp4,test
qweRHfBQxEg,pista,8.0,foods and drinks,CISLR_v1.5-a_videos/qweRHfBQxEg.mp4,prototype
r-FVBdwV9VI,indent,13.0,attribute,CISLR_v1.5-a_videos/r-FVBdwV9VI.mp4,prototype
r-HB7BtP1JM_2,neptune,10.0,astronomical,CISLR_v1.5-a_videos/r-HB7BtP1JM_2.mp4,prototype
r-Og6CaFJUA,metro,4.0,transport,CISLR_v1.5-a_videos/r-Og6CaFJUA.mp4,prototype
r15J1z-vQIM,rabindranath tagore,6.0,human,CISLR_v1.5-a_videos/r15J1z-vQIM.mp4,prototype
r2UtCMULRmI_2,import,7.0,transport,CISLR_v1.5-a_videos/r2UtCMULRmI_2.mp4,prototype
r2cxiOVBhpE_1,belief,7.0,abstract,CISLR_v1.5-a_videos/r2cxiOVBhpE_1.mp4,test
r2tTgaCMDWo_1,handicapped,7.0,biology,CISLR_v1.5-a_videos/r2tTgaCMDWo_1.mp4,prototype
r3EgB2AGF3s_1,yellow,10.0,attribute,CISLR_v1.5-a_videos/r3EgB2AGF3s_1.mp4,test
r3H0vo7q6qY,myself,4.0,language,CISLR_v1.5-a_videos/r3H0vo7q6qY.mp4,prototype
r3HsR87-sN8,blame,4.0,action,CISLR_v1.5-a_videos/r3HsR87-sN8.mp4,prototype
r3MqV1WicvY_1,regularisation,7.0,math,CISLR_v1.5-a_videos/r3MqV1WicvY_1.mp4,prototype
r3XLYw0EMlg_1,third party,9.0,comparator,CISLR_v1.5-a_videos/r3XLYw0EMlg_1.mp4,prototype
r4n7uVq_LzU,ladder,5.0,transport,CISLR_v1.5-a_videos/r4n7uVq_LzU.mp4,test
r4sVEIO1jZE_1,pour,5.0,action,CISLR_v1.5-a_videos/r4sVEIO1jZE_1.mp4,prototype
r5N3Xy-KNAU,music,4.0,sound,CISLR_v1.5-a_videos/r5N3Xy-KNAU.mp4,test
r607N-5gkHs,iron,4.0,metal and minerals,CISLR_v1.5-a_videos/r607N-5gkHs.mp4,test
r644w1okl48_1,mile,7.0,metric,CISLR_v1.5-a_videos/r644w1okl48_1.mp4,test
r777eDg0fX0_1,ram,5.0,religious,CISLR_v1.5-a_videos/r777eDg0fX0_1.mp4,prototype
r7Po-epk8iY,head pan,4.0,utility item,CISLR_v1.5-a_videos/r7Po-epk8iY.mp4,prototype
r7T0UqigDqg,fish food,10.0,foods and drinks,CISLR_v1.5-a_videos/r7T0UqigDqg.mp4,prototype
r7VLa40tjvM,area,4.0,geography,CISLR_v1.5-a_videos/r7VLa40tjvM.mp4,test
r8-q53AmmMg,extinct,4.0,biology,CISLR_v1.5-a_videos/r8-q53AmmMg.mp4,test
r83lka7D8KM_2,filament,11.0,substance,CISLR_v1.5-a_videos/r83lka7D8KM_2.mp4,prototype
r8ySf1Ql93Q_1,ask,7.0,action,CISLR_v1.5-a_videos/r8ySf1Ql93Q_1.mp4,test
r99WfHTRr2A,think,4.0,action,CISLR_v1.5-a_videos/r99WfHTRr2A.mp4,test
r9DiSHym81k,tired,5.0,sensation,CISLR_v1.5-a_videos/r9DiSHym81k.mp4,test
r9JwYFol1EM_1,story,7.0,readable,CISLR_v1.5-a_videos/r9JwYFol1EM_1.mp4,prototype
r9Lc4qHj-cg_1,overdraft,8.0,banking,CISLR_v1.5-a_videos/r9Lc4qHj-cg_1.mp4,prototype
r9QQ0jQ64IQ_1,dog,6.0,flora and fauna,CISLR_v1.5-a_videos/r9QQ0jQ64IQ_1.mp4,test
r9XwyFRQsqY,saprophyte of plants,13.0,flora and fauna,CISLR_v1.5-a_videos/r9XwyFRQsqY.mp4,prototype
rAUcd8-2e3Y,temple,4.0,religious,CISLR_v1.5-a_videos/rAUcd8-2e3Y.mp4,test
rBD74wqvKeI_1,chalk,6.0,utility item,CISLR_v1.5-a_videos/rBD74wqvKeI_1.mp4,test
rBPJARGhPNg,poultry mash,7.0,flora and fauna,CISLR_v1.5-a_videos/rBPJARGhPNg.mp4,prototype
rBRJw6gUMHM_1,circle,10.0,math,CISLR_v1.5-a_videos/rBRJw6gUMHM_1.mp4,test
rBi-dpJFZuA,prize,4.0,miscellaneous object,CISLR_v1.5-a_videos/rBi-dpJFZuA.mp4,prototype
rC5QdAVnv0I,paratha,5.0,foods and drinks,CISLR_v1.5-a_videos/rC5QdAVnv0I.mp4,prototype
rCfYRtWfYVA,wine,4.0,foods and drinks,CISLR_v1.5-a_videos/rCfYRtWfYVA.mp4,test
